timestamp,pH,turbidity_NTU,CO2_ppm,alarm_flag,maintenance_log
2026-01-01 18:45:00,7.064,2.986,427.0,0,
2026-01-01 19:00:00,7.017,2.695,422.53,0,
2026-01-01 19:15:00,7.056,2.977,421.42,0,
2026-01-01 19:30:00,7.089,2.954,423.42,0,
2026-01-01 19:45:00,7.051,2.731,422.17,0,
2026-01-01 20:00:00,7.098,2.475,420.72,0,
2026-01-01 20:15:00,7.05,3.02,429.77,0,
2026-01-01 20:30:00,7.073,2.711,426.42,0,
2026-01-01 20:45:00,7.08,2.58,430.38,0,
2026-01-01 21:00:00,7.046,2.747,429.63,0,
2026-01-01 21:15:00,7.137,2.683,431.22,0,
2026-01-01 21:30:00,7.096,2.749,421.34,0,
2026-01-01 21:45:00,7.125,2.427,426.51,0,
2026-01-01 22:00:00,7.154,2.548,432.67,0,
2026-01-01 22:15:00,7.157,2.296,425.66,0,
2026-01-01 22:30:00,7.172,2.548,432.58,0,
2026-01-01 22:45:00,7.137,2.419,425.8,0,
2026-01-01 23:00:00,7.124,2.439,431.66,0,
2026-01-01 23:15:00,7.143,2.349,438.21,0,
2026-01-01 23:30:00,7.064,2.309,435.0,0,
2026-01-01 23:45:00,7.077,2.193,424.57,0,
2026-01-02 00:00:00,7.084,2.419,435.39,0,
2026-01-02 00:15:00,7.1,2.501,439.26,0,
2026-01-02 00:30:00,7.169,2.173,443.09,0,
2026-01-02 00:45:00,7.102,2.319,433.67,0,
2026-01-02 01:00:00,7.126,2.282,426.13,0,
2026-01-02 01:15:00,7.207,2.2,433.1,0,
2026-01-02 01:30:00,7.121,1.954,437.47,0,
2026-01-02 01:45:00,7.171,1.972,430.01,0,
2026-01-02 02:00:00,7.083,2.036,434.56,0,
2026-01-02 02:15:00,7.114,1.82,426.62,0,
2026-01-02 02:30:00,7.072,2.342,431.01,0,
2026-01-02 02:45:00,7.096,2.176,419.06,0,
2026-01-02 03:00:00,7.148,2.109,424.68,0,
2026-01-02 03:15:00,7.013,1.779,427.89,0,
2026-01-02 03:30:00,7.113,1.83,425.85,0,
2026-01-02 03:45:00,7.095,2.101,421.46,0,
2026-01-02 04:00:00,7.045,2.396,424.0,0,
2026-01-02 04:15:00,6.994,1.996,426.63,0,
2026-01-02 04:30:00,7.061,2.233,424.25,0,
2026-01-02 04:45:00,7.022,2.036,424.1,0,
2026-01-02 05:00:00,7.05,2.122,426.03,0,
2026-01-02 05:15:00,7.03,2.303,420.97,0,
2026-01-02 05:30:00,7.1,2.079,427.0,0,
2026-01-02 05:45:00,6.998,2.038,416.83,0,
2026-01-02 06:00:00,6.949,2.366,427.71,0,
2026-01-02 06:15:00,6.999,2.174,423.67,0,
2026-01-02 06:30:00,6.991,2.346,417.01,0,
2026-01-02 06:45:00,7.039,2.096,416.5,0,
2026-01-02 07:00:00,7.003,2.428,417.72,0,
2026-01-02 07:15:00,6.97,2.277,418.54,0,
2026-01-02 07:30:00,7.016,2.322,419.79,0,
2026-01-02 07:45:00,6.874,2.298,409.33,0,
2026-01-02 08:00:00,6.893,2.224,415.75,0,
2026-01-02 08:15:00,6.87,2.323,404.87,0,
2026-01-02 08:30:00,6.889,2.281,411.99,0,
2026-01-02 08:45:00,6.832,2.515,417.9,0,
2026-01-02 09:00:00,6.926,2.366,405.84,0,
2026-01-02 09:15:00,6.876,2.197,404.58,0,
2026-01-02 09:30:00,6.807,2.196,411.36,0,
2026-01-02 09:45:00,6.825,2.215,415.57,0,
2026-01-02 10:00:00,6.886,2.593,410.91,0,
2026-01-02 10:15:00,6.907,2.353,401.62,0,
2026-01-02 10:30:00,6.961,2.597,402.18,0,
2026-01-02 10:45:00,7.004,2.599,409.03,0,
2026-01-02 11:00:00,6.876,2.594,403.69,0,
2026-01-02 11:15:00,6.803,2.694,408.78,0,
2026-01-02 11:30:00,6.745,2.677,408.89,0,
2026-01-02 11:45:00,6.864,2.27,406.07,0,
2026-01-02 12:00:00,6.809,2.651,415.26,0,
2026-01-02 12:15:00,6.83,2.786,410.39,0,
2026-01-02 12:30:00,6.821,2.99,412.95,0,
2026-01-02 12:45:00,6.846,3.017,411.91,0,
2026-01-02 13:00:00,6.908,2.578,407.81,0,
2026-01-02 13:15:00,6.866,2.748,407.86,0,
2026-01-02 13:30:00,6.853,2.582,407.72,0,
2026-01-02 13:45:00,6.814,3.061,411.96,0,
2026-01-02 14:00:00,6.786,2.998,407.01,0,
2026-01-02 14:15:00,6.851,2.911,416.92,0,
2026-01-02 14:30:00,6.878,2.894,407.5,0,
2026-01-02 14:45:00,6.976,3.086,411.84,0,
2026-01-02 15:00:00,6.9,3.068,410.6,0,
2026-01-02 15:15:00,6.95,3.066,410.28,0,
2026-01-02 15:30:00,6.884,2.965,421.38,0,
2026-01-02 15:45:00,6.857,2.847,411.58,0,
2026-01-02 16:00:00,6.877,3.015,412.78,0,
2026-01-02 16:15:00,6.897,3.022,412.04,0,
2026-01-02 16:30:00,7.049,2.868,415.57,0,
2026-01-02 16:45:00,6.911,2.84,415.74,0,
2026-01-02 17:00:00,7.003,3.056,412.42,0,
2026-01-02 17:15:00,6.926,3.128,415.96,0,
2026-01-02 17:30:00,7.027,2.757,420.87,0,
2026-01-02 17:45:00,7.009,2.819,423.32,0,
2026-01-02 18:00:00,6.992,2.899,420.1,0,
2026-01-02 18:15:00,7.008,2.906,421.02,0,
2026-01-02 18:30:00,6.987,2.739,420.12,0,
2026-01-02 18:45:00,7.052,3.083,420.33,0,
2026-01-02 19:00:00,7.016,2.846,419.43,0,
2026-01-02 19:15:00,6.987,2.843,417.63,0,
2026-01-02 19:30:00,6.994,3.007,421.78,0,
2026-01-02 19:45:00,7.075,2.655,428.92,0,
2026-01-02 20:00:00,7.154,2.687,424.3,0,
2026-01-02 20:15:00,7.091,2.489,425.28,0,
2026-01-02 20:30:00,7.085,2.627,425.84,0,
2026-01-02 20:45:00,7.113,2.405,432.89,0,
2026-01-02 21:00:00,7.171,2.716,424.77,0,
2026-01-02 21:15:00,7.124,2.641,430.13,0,
2026-01-02 21:30:00,7.098,2.511,429.25,0,
2026-01-02 21:45:00,7.18,2.511,430.25,0,
2026-01-02 22:00:00,7.151,2.614,431.37,0,
2026-01-02 22:15:00,7.211,2.303,430.99,0,
2026-01-02 22:30:00,7.148,2.478,434.26,0,
2026-01-02 22:45:00,7.081,2.527,431.25,0,
2026-01-02 23:00:00,7.076,2.129,438.57,0,
2026-01-02 23:15:00,7.23,2.474,431.95,0,
2026-01-02 23:30:00,7.235,2.096,425.08,0,
2026-01-02 23:45:00,7.141,2.305,434.53,0,
2026-01-03 00:00:00,7.131,2.125,433.57,0,
2026-01-03 00:15:00,7.223,2.492,432.1,0,
2026-01-03 00:30:00,7.093,2.083,430.86,0,
2026-01-03 00:45:00,7.102,1.989,423.31,0,
2026-01-03 01:00:00,7.177,2.237,423.8,0,
2026-01-03 01:15:00,7.122,2.137,437.95,0,
2026-01-03 01:30:00,7.138,1.957,428.74,0,
2026-01-03 01:45:00,7.126,2.246,434.62,0,
2026-01-03 02:00:00,7.147,1.855,423.98,0,
2026-01-03 02:15:00,7.195,1.986,425.79,0,
2026-01-03 02:30:00,7.124,2.044,432.23,0,
2026-01-03 02:45:00,7.145,2.242,428.61,0,
2026-01-03 03:00:00,7.004,2.308,430.64,0,
2026-01-03 03:15:00,7.096,2.273,427.86,0,
2026-01-03 03:30:00,7.049,2.08,426.47,0,
2026-01-03 03:45:00,7.022,1.737,423.95,0,
2026-01-03 04:00:00,7.031,2.159,421.22,0,
2026-01-03 04:15:00,7.05,2.321,430.92,0,
2026-01-03 04:30:00,7.103,2.288,430.86,0,
2026-01-03 04:45:00,6.982,2.177,419.7,0,
2026-01-03 05:00:00,7.04,1.935,418.69,0,
2026-01-03 05:15:00,7.005,2.042,420.95,0,
2026-01-03 05:30:00,7.003,2.421,422.93,0,
2026-01-03 05:45:00,7.06,1.929,420.06,0,
2026-01-03 06:00:00,7.027,1.981,422.0,0,
2026-01-03 06:15:00,7.057,2.309,419.02,0,
2026-01-03 06:30:00,6.973,2.118,417.98,0,
2026-01-03 06:45:00,6.936,2.022,427.31,0,
2026-01-03 07:00:00,6.95,2.446,414.79,0,
2026-01-03 07:15:00,6.964,2.305,422.7,0,
2026-01-03 07:30:00,6.951,2.199,421.2,0,
2026-01-03 07:45:00,6.879,2.106,416.71,0,
2026-01-03 08:00:00,6.93,2.607,406.3,0,
2026-01-03 08:15:00,6.928,2.319,413.46,0,
2026-01-03 08:30:00,7.035,2.557,410.64,0,
2026-01-03 08:45:00,6.995,2.505,412.17,0,
2026-01-03 09:00:00,6.851,2.318,407.26,0,
2026-01-03 09:15:00,6.873,2.345,414.0,0,
2026-01-03 09:30:00,6.808,2.665,414.42,0,
2026-01-03 09:45:00,6.846,2.693,414.7,0,
2026-01-03 10:00:00,6.886,2.218,408.08,0,
2026-01-03 10:15:00,6.926,2.609,405.0,0,
2026-01-03 10:30:00,6.825,2.534,410.32,0,
2026-01-03 10:45:00,6.825,2.423,415.66,0,
2026-01-03 11:00:00,6.748,2.643,408.69,0,
2026-01-03 11:15:00,6.845,2.426,410.04,0,
2026-01-03 11:30:00,6.798,2.583,407.16,0,
2026-01-03 11:45:00,6.824,2.557,406.01,0,
2026-01-03 12:00:00,6.806,2.625,410.63,0,
2026-01-03 12:15:00,6.846,2.712,407.6,0,
2026-01-03 12:30:00,6.763,2.591,409.72,0,
2026-01-03 12:45:00,6.78,3.0,410.26,0,
2026-01-03 13:00:00,6.962,2.857,409.8,0,
2026-01-03 13:15:00,6.794,3.07,410.87,0,
2026-01-03 13:30:00,6.807,2.793,405.5,0,
2026-01-03 13:45:00,6.957,2.75,405.58,0,
2026-01-03 14:00:00,7.015,3.11,409.44,0,
2026-01-03 14:15:00,6.817,2.772,409.95,0,
2026-01-03 14:30:00,6.863,2.843,408.39,0,
2026-01-03 14:45:00,6.904,2.987,411.94,0,
2026-01-03 15:00:00,6.98,2.701,415.15,0,
2026-01-03 15:15:00,6.852,2.999,416.84,0,
2026-01-03 15:30:00,6.896,2.984,418.34,0,
2026-01-03 15:45:00,6.956,3.09,408.07,0,
2026-01-03 16:00:00,6.947,3.034,409.35,0,
2026-01-03 16:15:00,6.915,3.094,413.53,0,
2026-01-03 16:30:00,6.936,2.88,415.73,0,
2026-01-03 16:45:00,6.883,2.763,415.19,0,
2026-01-03 17:00:00,6.949,3.203,414.68,0,
2026-01-03 17:15:00,6.957,2.65,416.44,0,
2026-01-03 17:30:00,6.992,2.656,420.37,0,
2026-01-03 17:45:00,6.962,2.944,413.9,0,
2026-01-03 18:00:00,7.024,3.09,429.37,0,
2026-01-03 18:15:00,7.06,2.861,420.87,0,
2026-01-03 18:30:00,7.027,2.967,425.77,0,
2026-01-03 18:45:00,7.047,2.501,420.02,0,
2026-01-03 19:00:00,7.041,2.708,425.4,0,
2026-01-03 19:15:00,7.048,2.483,424.26,0,
2026-01-03 19:30:00,7.021,2.861,428.02,0,
2026-01-03 19:45:00,7.082,2.49,424.51,0,
2026-01-03 20:00:00,7.07,2.508,432.21,0,
2026-01-03 20:15:00,7.188,2.754,420.7,0,
2026-01-03 20:30:00,7.17,2.812,431.1,0,
2026-01-03 20:45:00,7.118,2.605,428.39,0,
2026-01-03 21:00:00,7.068,2.689,424.41,0,
2026-01-03 21:15:00,7.057,2.659,436.83,0,
2026-01-03 21:30:00,7.179,2.52,436.92,0,
2026-01-03 21:45:00,7.138,2.362,421.68,0,
2026-01-03 22:00:00,7.154,2.585,431.1,0,
2026-01-03 22:15:00,7.047,2.566,433.59,0,
2026-01-03 22:30:00,7.185,2.582,432.85,0,
2026-01-03 22:45:00,7.165,2.469,437.43,0,
2026-01-03 23:00:00,7.089,2.221,436.82,0,
2026-01-03 23:15:00,7.124,2.475,432.83,0,
2026-01-03 23:30:00,7.162,2.347,441.01,0,
2026-01-03 23:45:00,7.152,2.251,435.72,0,
2026-01-04 00:00:00,7.135,2.256,430.59,0,
2026-01-04 00:15:00,7.145,2.174,429.76,0,
2026-01-04 00:30:00,7.136,2.39,436.87,0,
2026-01-04 00:45:00,7.155,2.024,428.6,0,
2026-01-04 01:00:00,7.218,2.068,429.95,0,
2026-01-04 01:15:00,7.014,2.15,430.4,0,
2026-01-04 01:30:00,7.127,2.425,432.51,0,
2026-01-04 01:45:00,7.143,2.326,429.99,0,
2026-01-04 02:00:00,7.145,1.907,425.12,0,
2026-01-04 02:15:00,7.106,2.344,434.63,0,
2026-01-04 02:30:00,7.031,2.333,427.9,0,
2026-01-04 02:45:00,7.129,1.945,437.1,0,
2026-01-04 03:00:00,7.192,1.735,429.7,0,
2026-01-04 03:15:00,7.022,2.097,432.98,0,
2026-01-04 03:30:00,7.135,2.272,429.83,0,
2026-01-04 03:45:00,7.067,2.34,431.93,0,
2026-01-04 04:00:00,7.072,1.969,428.28,0,
2026-01-04 04:15:00,7.014,2.364,426.25,0,
2026-01-04 04:30:00,7.041,1.769,428.97,0,
2026-01-04 04:45:00,7.113,2.052,433.8,0,
2026-01-04 05:00:00,7.068,2.051,422.03,0,
2026-01-04 05:15:00,7.116,2.294,425.52,0,
2026-01-04 05:30:00,7.078,2.325,421.55,0,
2026-01-04 05:45:00,7.032,2.284,422.81,0,
2026-01-04 06:00:00,7.087,1.951,420.17,0,
2026-01-04 06:15:00,7.012,2.297,410.58,0,
2026-01-04 06:30:00,7.022,2.259,417.63,0,
2026-01-04 06:45:00,6.956,1.949,421.66,0,
2026-01-04 07:00:00,6.965,1.907,413.83,0,
2026-01-04 07:15:00,6.917,2.392,419.83,0,
2026-01-04 07:30:00,6.992,2.229,416.14,0,
2026-01-04 07:45:00,6.875,2.085,413.93,0,
2026-01-04 08:00:00,6.964,2.269,417.62,0,
2026-01-04 08:15:00,6.907,2.378,416.06,0,
2026-01-04 08:30:00,6.967,2.334,414.38,0,
2026-01-04 08:45:00,6.939,2.139,416.15,0,
2026-01-04 09:00:00,6.985,2.679,412.33,0,
2026-01-04 09:15:00,6.924,2.573,404.4,0,
2026-01-04 09:30:00,6.802,2.397,408.97,0,
2026-01-04 09:45:00,6.872,2.43,402.8,0,
2026-01-04 10:00:00,6.811,2.554,412.24,0,
2026-01-04 10:15:00,6.84,2.357,412.82,0,
2026-01-04 10:30:00,6.937,2.601,412.68,0,
2026-01-04 10:45:00,6.89,2.378,410.59,0,
2026-01-04 11:00:00,6.82,2.593,412.28,0,
2026-01-04 11:15:00,6.802,2.453,401.92,0,
2026-01-04 11:30:00,6.853,2.485,407.67,0,
2026-01-04 11:45:00,6.789,2.924,402.37,0,
2026-01-04 12:00:00,6.816,2.709,406.57,0,
2026-01-04 12:15:00,6.866,2.753,414.49,0,
2026-01-04 12:30:00,6.909,2.442,412.48,0,
2026-01-04 12:45:00,6.883,2.674,410.88,0,
2026-01-04 13:00:00,6.741,2.852,407.68,0,
2026-01-04 13:15:00,6.873,2.83,404.66,0,
2026-01-04 13:30:00,6.865,2.494,409.66,0,
2026-01-04 13:45:00,6.886,2.864,413.68,0,
2026-01-04 14:00:00,6.951,2.901,411.25,0,
2026-01-04 14:15:00,6.772,3.051,403.68,0,
2026-01-04 14:30:00,6.851,2.771,410.9,0,
2026-01-04 14:45:00,6.917,2.542,403.32,0,
2026-01-04 15:00:00,6.815,2.737,414.73,0,
2026-01-04 15:15:00,6.975,2.728,409.32,0,
2026-01-04 15:30:00,6.927,3.007,407.8,0,
2026-01-04 15:45:00,6.959,2.492,416.6,0,
2026-01-04 16:00:00,6.896,2.833,416.24,0,
2026-01-04 16:15:00,6.974,3.113,415.62,0,
2026-01-04 16:30:00,6.996,2.898,424.17,0,
2026-01-04 16:45:00,6.963,3.027,418.68,0,
2026-01-04 17:00:00,6.973,2.64,414.31,0,
2026-01-04 17:15:00,6.984,2.638,419.74,0,
2026-01-04 17:30:00,6.937,3.085,417.29,0,
2026-01-04 17:45:00,6.983,2.874,424.28,0,
2026-01-04 18:00:00,6.992,2.862,421.12,0,
2026-01-04 18:15:00,7.029,2.665,422.3,0,
2026-01-04 18:30:00,7.07,2.832,415.8,0,
2026-01-04 18:45:00,6.976,2.629,422.59,0,
2026-01-04 19:00:00,7.033,2.961,422.88,0,
2026-01-04 19:15:00,7.122,3.173,419.76,0,
2026-01-04 19:30:00,7.02,2.816,423.71,0,
2026-01-04 19:45:00,7.025,2.627,427.05,0,
2026-01-04 20:00:00,7.085,2.32,425.98,0,
2026-01-04 20:15:00,7.126,2.424,421.02,0,
2026-01-04 20:30:00,7.092,2.886,426.21,0,
2026-01-04 20:45:00,7.165,2.474,426.04,0,
2026-01-04 21:00:00,7.149,2.548,429.26,0,
2026-01-04 21:15:00,7.155,2.676,429.36,0,
2026-01-04 21:30:00,7.147,2.775,427.87,0,
2026-01-04 21:45:00,7.241,2.496,428.17,0,
2026-01-04 22:00:00,7.12,2.439,430.66,0,
2026-01-04 22:15:00,7.034,2.485,434.61,0,
2026-01-04 22:30:00,7.219,2.354,432.2,0,
2026-01-04 22:45:00,7.119,2.336,437.06,0,
2026-01-04 23:00:00,7.15,2.458,436.12,0,
2026-01-04 23:15:00,7.213,2.399,437.76,0,
2026-01-04 23:30:00,7.069,2.667,437.37,0,
2026-01-04 23:45:00,7.087,2.389,438.23,0,
2026-01-05 00:00:00,7.07,2.473,427.39,0,
2026-01-05 00:15:00,7.11,2.117,434.56,0,
2026-01-05 00:30:00,7.171,2.335,436.77,0,
2026-01-05 00:45:00,7.173,2.128,437.37,0,
2026-01-05 01:00:00,7.159,2.276,428.51,0,
2026-01-05 01:15:00,7.071,2.303,433.99,0,
2026-01-05 01:30:00,7.023,2.19,431.39,0,
2026-01-05 01:45:00,7.137,2.529,438.15,0,
2026-01-05 02:00:00,7.106,2.368,424.84,0,
2026-01-05 02:15:00,7.148,2.318,426.9,0,
2026-01-05 02:30:00,7.154,2.245,422.28,0,
2026-01-05 02:45:00,7.12,2.386,429.6,0,
2026-01-05 03:00:00,7.144,1.898,437.54,0,
2026-01-05 03:15:00,7.11,2.313,427.73,0,
2026-01-05 03:30:00,7.118,1.955,427.71,0,
2026-01-05 03:45:00,7.048,2.016,428.87,0,
2026-01-05 04:00:00,7.066,2.184,425.53,0,
2026-01-05 04:15:00,7.076,2.286,426.77,0,
2026-01-05 04:30:00,7.098,1.93,426.16,0,
2026-01-05 04:45:00,7.029,2.031,420.48,0,
2026-01-05 05:00:00,7.065,2.128,422.73,0,
2026-01-05 05:15:00,7.016,2.093,425.31,0,
2026-01-05 05:30:00,7.014,2.259,425.28,0,
2026-01-05 05:45:00,7.051,2.657,425.98,0,
2026-01-05 06:00:00,6.9,2.216,421.34,0,
2026-01-05 06:15:00,6.925,2.057,420.64,0,
2026-01-05 06:30:00,6.906,1.988,421.43,0,
2026-01-05 06:45:00,6.854,2.15,415.28,0,
2026-01-05 07:00:00,6.927,2.076,414.35,0,
2026-01-05 07:15:00,6.989,2.306,415.64,0,
2026-01-05 07:30:00,6.928,2.324,410.31,0,
2026-01-05 07:45:00,6.944,2.208,416.32,0,
2026-01-05 08:00:00,6.979,2.598,418.2,0,
2026-01-05 08:15:00,6.983,2.213,410.49,0,
2026-01-05 08:30:00,6.905,2.329,414.44,0,
2026-01-05 08:45:00,6.969,2.467,409.57,0,
2026-01-05 09:00:00,6.899,2.53,407.45,0,
2026-01-05 09:15:00,6.845,2.614,419.2,0,
2026-01-05 09:30:00,6.851,2.512,406.47,0,
2026-01-05 09:45:00,6.801,2.631,404.91,0,
2026-01-05 10:00:00,6.826,2.4,410.47,0,
2026-01-05 10:15:00,6.848,2.664,410.31,0,
2026-01-05 10:30:00,6.902,2.688,411.58,0,
2026-01-05 10:45:00,6.944,2.805,416.64,0,
2026-01-05 11:00:00,6.786,2.353,405.3,0,
2026-01-05 11:15:00,6.873,2.492,405.92,0,
2026-01-05 11:30:00,6.799,2.777,414.54,0,
2026-01-05 11:45:00,6.874,2.279,411.78,0,
2026-01-05 12:00:00,6.843,2.774,411.2,0,
2026-01-05 12:15:00,6.759,2.881,405.67,0,
2026-01-05 12:30:00,6.898,2.657,412.61,0,
2026-01-05 12:45:00,6.823,2.699,411.44,0,
2026-01-05 13:00:00,6.828,2.622,409.17,0,
2026-01-05 13:15:00,6.804,2.723,406.3,0,
2026-01-05 13:30:00,6.829,2.743,409.34,0,
2026-01-05 13:45:00,6.887,2.73,415.83,0,
2026-01-05 14:00:00,6.861,2.736,405.23,0,
2026-01-05 14:15:00,6.892,2.818,406.82,0,
2026-01-05 14:30:00,6.899,2.827,407.97,0,
2026-01-05 14:45:00,6.953,3.16,409.33,0,
2026-01-05 15:00:00,6.877,2.827,411.45,0,
2026-01-05 15:15:00,6.827,2.944,415.92,0,
2026-01-05 15:30:00,6.962,2.81,414.54,0,
2026-01-05 15:45:00,6.9,2.811,413.58,0,
2026-01-05 16:00:00,6.981,2.644,415.11,0,
2026-01-05 16:15:00,6.953,2.663,417.19,0,
2026-01-05 16:30:00,6.936,2.716,408.68,0,
2026-01-05 16:45:00,6.969,2.92,420.43,0,
2026-01-05 17:00:00,7.059,3.048,413.59,0,
2026-01-05 17:15:00,7.075,2.611,415.88,0,
2026-01-05 17:30:00,6.984,2.787,419.8,0,
2026-01-05 17:45:00,6.998,2.654,418.91,0,
2026-01-05 18:00:00,7.054,2.807,421.95,0,
2026-01-05 18:15:00,6.968,2.994,421.35,0,
2026-01-05 18:30:00,7.036,2.75,420.41,0,
2026-01-05 18:45:00,7.028,2.794,428.46,0,
2026-01-05 19:00:00,7.055,3.001,425.94,0,
2026-01-05 19:15:00,7.007,2.832,425.07,0,
2026-01-05 19:30:00,6.978,2.629,427.36,0,
2026-01-05 19:45:00,6.963,2.746,422.49,0,
2026-01-05 20:00:00,7.019,2.576,434.7,0,
2026-01-05 20:15:00,7.06,2.74,422.32,0,
2026-01-05 20:30:00,7.077,2.73,427.76,0,
2026-01-05 20:45:00,7.196,2.424,426.77,0,
2026-01-05 21:00:00,7.161,2.63,427.19,0,
2026-01-05 21:15:00,7.065,2.56,427.21,0,
2026-01-05 21:30:00,7.136,2.634,426.43,0,
2026-01-05 21:45:00,7.104,2.651,434.73,0,
2026-01-05 22:00:00,7.116,2.572,425.57,0,
2026-01-05 22:15:00,7.144,2.428,434.7,0,
2026-01-05 22:30:00,7.17,2.588,433.68,0,
2026-01-05 22:45:00,7.125,2.291,429.84,0,
2026-01-05 23:00:00,7.198,2.198,433.72,0,
2026-01-05 23:15:00,7.09,1.892,431.14,0,
2026-01-05 23:30:00,7.149,2.336,427.49,0,
2026-01-05 23:45:00,7.28,2.2,427.61,0,
2026-01-06 00:00:00,7.161,2.36,434.62,0,Routine calibration – all sensors checked
2026-01-06 00:15:00,7.221,1.982,434.39,0,
2026-01-06 00:30:00,7.153,2.159,432.87,0,
2026-01-06 00:45:00,7.176,2.307,430.2,0,
2026-01-06 01:00:00,7.142,2.063,430.83,0,
2026-01-06 01:15:00,7.134,2.261,430.06,0,
2026-01-06 01:30:00,7.1,2.099,424.1,0,
2026-01-06 01:45:00,7.156,2.162,431.01,0,
2026-01-06 02:00:00,7.087,2.243,432.48,0,
2026-01-06 02:15:00,7.158,2.284,430.25,0,
2026-01-06 02:30:00,7.173,2.144,436.6,0,
2026-01-06 02:45:00,7.131,1.999,425.0,0,
2026-01-06 03:00:00,7.092,2.045,425.84,0,
2026-01-06 03:15:00,7.122,2.203,428.44,0,
2026-01-06 03:30:00,7.076,1.95,428.28,0,
2026-01-06 03:45:00,7.13,2.074,419.06,0,
