timestamp,pH,turbidity_NTU,CO2_ppm,alarm_flag,maintenance_log,zscore_flag_pH,zscore_flag_turbidity_NTU,zscore_flag_CO2_ppm,zscore_pH,zscore_turbidity_NTU,zscore_CO2_ppm,iqr_flag_pH,iqr_flag_turbidity_NTU,iqr_flag_CO2_ppm,zscore_flag_any,iqr_flag_any,ground_truth_event
2026-01-01 14:00:00,6.856,3.021,415.64,0,,0,0,0,-1.0909,2.223,-0.3072,0,0,0,0,0,0
2026-01-01 14:15:00,6.95,2.809,412.71,0,,0,0,0,-0.2753,1.4755,-0.5851,0,0,0,0,0,0
2026-01-01 14:30:00,6.838,3.05,410.93,0,,0,0,0,-1.2251,2.1557,-0.7491,0,0,0,0,0,0
2026-01-01 14:45:00,6.936,2.674,413.39,0,,0,0,0,-0.3709,0.9447,-0.5024,0,0,0,0,0,0
2026-01-01 15:00:00,6.81,2.678,408.81,0,,0,0,0,-1.435,0.9425,-0.9398,0,0,0,0,0,0
2026-01-01 15:15:00,6.884,2.71,403.65,0,,0,0,0,-0.7836,1.027,-1.414,0,0,0,0,0,0
2026-01-01 15:30:00,6.917,2.898,410.27,0,,0,0,0,-0.492,1.5794,-0.7559,0,0,0,0,0,0
2026-01-01 15:45:00,6.946,3.08,416.32,0,,0,0,0,-0.2365,2.0604,-0.1599,0,0,0,0,0,0
2026-01-01 16:00:00,6.961,2.81,414.32,0,,0,0,0,-0.1035,1.2111,-0.355,0,0,0,0,0,0
2026-01-01 16:15:00,6.973,2.828,414.15,0,,0,0,0,0.003,1.2412,-0.3687,0,0,0,0,0,0
2026-01-01 16:30:00,6.925,2.864,412.02,0,,0,0,0,-0.4228,1.3223,-0.5769,0,0,0,0,0,0
2026-01-01 16:45:00,6.929,2.978,408.32,0,,0,0,0,-0.3835,1.6206,-0.9371,0,0,0,0,0,0
2026-01-01 17:00:00,7.004,2.815,422.59,0,,0,0,0,0.2938,1.1168,0.4999,0,0,0,0,0,0
2026-01-01 17:15:00,6.961,2.799,416.83,0,,0,0,0,-0.0978,1.053,-0.0846,0,0,0,0,0,0
2026-01-01 17:30:00,6.917,2.668,416.72,0,,0,0,0,-0.4977,0.6576,-0.0952,0,0,0,0,0,0
2026-01-01 17:45:00,6.934,2.773,416.53,0,,0,0,0,-0.3381,0.9574,-0.114,0,0,0,0,0,0
2026-01-01 18:00:00,6.954,3.023,425.02,0,,0,0,0,-0.1511,1.6581,0.7588,0,0,0,0,0,0
2026-01-01 18:15:00,7.035,2.846,424.31,0,,0,0,0,0.6016,1.1197,0.6781,0,0,0,0,0,0
2026-01-01 18:30:00,7.027,2.706,417.7,0,,0,0,0,0.5219,0.7013,-0.0123,0,0,0,0,0,0
2026-01-01 18:45:00,7.064,2.986,427.0,0,,0,0,0,0.8615,1.4937,0.9536,0,0,0,0,0,0
2026-01-01 19:00:00,7.017,2.695,422.53,0,,0,0,0,0.4135,0.6374,0.4794,0,0,0,0,0,0
2026-01-01 19:15:00,7.056,2.977,421.42,0,,0,0,0,0.7766,1.4356,0.3594,0,0,0,0,0,0
2026-01-01 19:30:00,7.089,2.954,423.42,0,,0,0,0,1.0764,1.344,0.5674,0,0,0,0,0,0
2026-01-01 19:45:00,7.051,2.731,422.17,0,,0,0,0,0.7076,0.6915,0.4306,0,0,0,0,0,0
2026-01-01 20:00:00,7.098,2.475,420.72,0,,0,0,0,1.1403,-0.0523,0.2731,0,0,0,0,0,0
2026-01-01 20:15:00,7.05,3.02,429.77,0,,0,0,0,0.6763,1.5105,1.2313,0,0,0,0,0,0
2026-01-01 20:30:00,7.073,2.711,426.42,0,,0,0,0,0.8868,0.609,0.8615,0,0,0,0,0,0
2026-01-01 20:45:00,7.08,2.58,430.38,0,,0,0,0,0.9431,0.2261,1.2682,0,0,0,0,0,0
2026-01-01 21:00:00,7.046,2.747,429.63,0,,0,0,0,0.612,0.7089,1.1709,0,0,0,0,0,0
2026-01-01 21:15:00,7.137,2.683,431.22,0,,0,0,0,1.4605,0.5171,1.3197,0,0,0,0,0,0
2026-01-01 21:30:00,7.096,2.749,421.34,0,,0,0,0,1.0555,0.7057,0.2642,0,0,0,0,0,0
2026-01-01 21:45:00,7.125,2.427,426.51,0,,0,0,0,1.3117,-0.2456,0.8109,0,0,0,0,0,0
2026-01-01 22:00:00,7.154,2.548,432.67,0,,0,0,0,1.5566,0.1137,1.447,0,0,0,0,0,0
2026-01-01 22:15:00,7.157,2.296,425.66,0,,0,0,0,1.5543,-0.6352,0.6928,0,0,0,0,0,0
2026-01-01 22:30:00,7.172,2.548,432.58,0,,0,0,0,1.6592,0.1206,1.4099,0,0,0,0,0,0
2026-01-01 22:45:00,7.137,2.419,425.8,0,,0,0,0,1.315,-0.2673,0.6826,0,0,0,0,0,0
2026-01-01 23:00:00,7.124,2.439,431.66,0,,0,0,0,1.1797,-0.2054,1.2894,0,0,0,0,0,0
2026-01-01 23:15:00,7.143,2.349,438.21,0,,0,0,0,1.3342,-0.4768,1.9351,0,0,0,0,0,0
2026-01-01 23:30:00,7.064,2.309,435.0,0,,0,0,0,0.6062,-0.595,1.5693,0,0,0,0,0,0
2026-01-01 23:45:00,7.077,2.193,424.57,0,,0,0,0,0.7199,-0.9421,0.4823,0,0,0,0,0,0
2026-01-02 00:00:00,7.084,2.419,435.39,0,,0,0,0,0.7995,-0.2468,1.6376,0,0,0,0,0,0
2026-01-02 00:15:00,7.1,2.501,439.26,0,,0,0,0,0.948,0.0065,1.9987,0,0,0,0,0,0
2026-01-02 00:30:00,7.169,2.173,443.09,0,,0,0,0,1.5956,-1.0023,2.3145,0,0,0,0,0,0
2026-01-02 00:45:00,7.102,2.319,433.67,0,,0,0,0,0.9925,-0.5722,1.3795,0,0,0,0,0,0
2026-01-02 01:00:00,7.126,2.282,426.13,0,,0,0,0,1.2035,-0.687,0.6314,0,0,0,0,0,0
2026-01-02 01:15:00,7.207,2.2,433.1,0,,0,0,0,1.9179,-0.9456,1.3441,0,0,0,0,0,0
2026-01-02 01:30:00,7.121,1.954,437.47,0,,0,0,0,1.1301,-1.6904,1.7743,0,0,0,0,0,0
2026-01-02 01:45:00,7.171,1.972,430.01,0,,0,0,0,1.577,-1.6083,1.0181,0,0,0,0,0,0
2026-01-02 02:00:00,7.083,2.036,434.56,0,,0,0,0,0.7761,-1.4081,1.4727,0,0,0,0,0,0
2026-01-02 02:15:00,7.114,1.82,426.62,0,,0,0,0,1.0562,-2.0286,0.6611,0,0,0,0,0,0
2026-01-02 02:30:00,7.072,2.342,431.01,0,,0,0,0,0.685,-0.4686,1.0889,0,0,0,0,0,0
2026-01-02 02:45:00,7.096,2.176,419.06,0,,0,0,0,0.9194,-0.9618,-0.1128,0,0,0,0,0,0
2026-01-02 03:00:00,7.148,2.109,424.68,0,,0,0,0,1.3954,-1.1631,0.4738,0,0,0,0,0,0
2026-01-02 03:15:00,7.013,1.779,427.89,0,,0,0,0,0.1541,-2.134,0.8187,0,0,0,0,0,0
2026-01-02 03:30:00,7.113,1.83,425.85,0,,0,0,0,1.0961,-1.9681,0.6081,0,0,0,0,0,0
2026-01-02 03:45:00,7.095,2.101,421.46,0,,0,0,0,0.9179,-1.1617,0.1551,0,0,0,0,0,0
2026-01-02 04:00:00,7.045,2.396,424.0,0,,0,0,0,0.4548,-0.3049,0.4224,0,0,0,0,0,0
2026-01-02 04:15:00,6.994,1.996,426.63,0,,0,0,0,-0.023,-1.5241,0.696,0,0,0,0,0,0
2026-01-02 04:30:00,7.061,2.233,424.25,0,,0,0,0,0.6138,-0.8072,0.4527,0,0,0,0,0,0
2026-01-02 04:45:00,7.022,2.036,424.1,0,,0,0,0,0.248,-1.3909,0.4264,0,0,0,0,0,0
2026-01-02 05:00:00,7.05,2.122,426.03,0,,0,0,0,0.5103,-1.1364,0.6458,0,0,0,0,0,0
2026-01-02 05:15:00,7.03,2.303,420.97,0,,0,0,0,0.3178,-0.5955,0.1192,0,0,0,0,0,0
2026-01-02 05:30:00,7.1,2.079,427.0,0,,0,0,0,0.9752,-1.269,0.7476,0,0,0,0,0,0
2026-01-02 05:45:00,6.998,2.038,416.83,0,,0,0,0,0.0141,-1.3776,-0.3231,0,0,0,0,0,0
2026-01-02 06:00:00,6.949,2.366,427.71,0,,0,0,0,-0.4444,-0.3965,0.8171,0,0,0,0,0,0
2026-01-02 06:15:00,6.999,2.174,423.67,0,,0,0,0,0.0239,-1.0075,0.3895,0,0,0,0,0,0
2026-01-02 06:30:00,6.991,2.346,417.01,0,,0,0,0,-0.0498,-0.4877,-0.3078,0,0,0,0,0,0
2026-01-02 06:45:00,7.039,2.096,416.5,0,,0,0,0,0.3971,-1.2471,-0.3579,0,0,0,0,0,0
2026-01-02 07:00:00,7.003,2.428,417.72,0,,0,0,0,0.0562,-0.2373,-0.2314,0,0,0,0,0,0
2026-01-02 07:15:00,6.97,2.277,418.54,0,,0,0,0,-0.2541,-0.7056,-0.1462,0,0,0,0,0,0
2026-01-02 07:30:00,7.016,2.322,419.79,0,,0,0,0,0.1824,-0.5645,-0.0166,0,0,0,0,0,0
2026-01-02 07:45:00,6.874,2.298,409.33,0,,0,0,0,-1.1476,-0.639,-1.1012,0,0,0,0,0,0
2026-01-02 08:00:00,6.893,2.224,415.75,0,,0,0,0,-0.9681,-0.8546,-0.4317,0,0,0,0,0,0
2026-01-02 08:15:00,6.87,2.323,404.87,0,,0,0,0,-1.1825,-0.5436,-1.5332,0,0,0,0,0,0
2026-01-02 08:30:00,6.889,2.281,411.99,0,,0,0,0,-0.9957,-0.6705,-0.8106,0,0,0,0,0,0
2026-01-02 08:45:00,6.832,2.515,417.9,0,,0,0,0,-1.4987,0.0426,-0.2081,0,0,0,0,0,0
2026-01-02 09:00:00,6.926,2.366,405.84,0,,0,0,0,-0.6361,-0.4341,-1.4515,0,0,0,0,0,0
2026-01-02 09:15:00,6.876,2.197,404.58,0,,0,0,0,-1.1064,-0.9513,-1.5702,0,0,0,0,0,0
2026-01-02 09:30:00,6.807,2.196,411.36,0,,0,0,0,-1.7359,-0.9514,-0.8754,0,0,0,0,0,0
2026-01-02 09:45:00,6.825,2.215,415.57,0,,0,0,0,-1.5467,-0.8795,-0.4403,0,0,0,0,0,0
2026-01-02 10:00:00,6.886,2.593,410.91,0,,0,0,0,-0.9839,0.285,-0.9266,0,0,0,0,0,0
2026-01-02 10:15:00,6.907,2.353,401.62,0,,0,0,0,-0.7941,-0.4465,-1.8887,0,0,0,0,0,0
2026-01-02 10:30:00,6.961,2.597,402.18,0,,0,0,0,-0.316,0.3125,-1.8097,0,0,0,0,0,0
2026-01-02 10:45:00,7.004,2.599,409.03,0,,0,0,0,0.07,0.3178,-1.1061,0,0,0,0,0,0
2026-01-02 11:00:00,6.876,2.594,403.69,0,,0,0,0,-1.1281,0.3168,-1.6377,0,0,0,0,0,0
2026-01-02 11:15:00,6.803,2.694,408.78,0,,0,0,0,-1.7884,0.6278,-1.1145,0,0,0,0,0,0
2026-01-02 11:30:00,6.745,2.677,408.89,0,,0,0,0,-2.2583,0.5666,-1.1007,0,0,0,0,0,0
2026-01-02 11:45:00,6.864,2.27,406.07,0,,0,0,0,-1.1815,-0.6902,-1.3834,0,0,0,0,0,0
2026-01-02 12:00:00,6.809,2.651,415.26,0,,0,0,0,-1.6567,0.4948,-0.4696,0,0,0,0,0,0
2026-01-02 12:15:00,6.83,2.786,410.39,0,,0,0,0,-1.4616,0.9163,-0.9806,0,0,0,0,0,0
2026-01-02 12:30:00,6.821,2.99,412.95,0,,0,0,0,-1.5292,1.5206,-0.73,0,0,0,0,0,0
2026-01-02 12:45:00,6.846,3.017,411.91,0,,0,0,0,-1.2982,1.5769,-0.8487,0,0,0,0,0,0
2026-01-02 13:00:00,6.908,2.578,407.81,0,,0,0,0,-0.7727,0.2474,-1.2705,0,0,0,0,0,0
2026-01-02 13:15:00,6.866,2.748,407.86,0,,0,0,0,-1.1561,0.7656,-1.2589,0,0,0,0,0,0
2026-01-02 13:30:00,6.853,2.582,407.72,0,,0,0,0,-1.2773,0.273,-1.2622,0,0,0,0,0,0
2026-01-02 13:45:00,6.814,3.061,411.96,0,,0,0,0,-1.6232,1.7327,-0.8309,0,0,0,0,0,0
2026-01-02 14:00:00,6.786,2.998,407.01,0,,0,0,0,-1.8499,1.5424,-1.3265,0,0,0,0,0,0
2026-01-02 14:15:00,6.851,2.911,416.92,0,,0,0,0,-1.2513,1.268,-0.307,0,0,0,0,0,0
2026-01-02 14:30:00,6.878,2.894,407.5,0,,0,0,0,-1.0205,1.2301,-1.2745,0,0,0,0,0,0
2026-01-02 14:45:00,6.976,3.086,411.84,0,,0,0,0,-0.1529,1.7795,-0.8238,0,0,0,0,0,0
2026-01-02 15:00:00,6.9,3.068,410.6,0,,0,0,0,-0.8468,1.6891,-0.9555,0,0,0,0,0,0
2026-01-02 15:15:00,6.95,3.066,410.28,0,,0,0,0,-0.4048,1.6511,-1.0054,0,0,0,0,0,0
2026-01-02 15:30:00,6.884,2.965,421.38,0,,0,0,0,-0.9955,1.3477,0.1412,0,0,0,0,0,0
2026-01-02 15:45:00,6.857,2.847,411.58,0,,0,0,0,-1.222,1.0178,-0.8785,0,0,0,0,0,0
2026-01-02 16:00:00,6.877,3.015,412.78,0,,0,0,0,-1.0297,1.4988,-0.7505,0,0,0,0,0,0
2026-01-02 16:15:00,6.897,3.022,412.04,0,,0,0,0,-0.8416,1.5024,-0.8241,0,0,0,0,0,0
2026-01-02 16:30:00,7.049,2.868,415.57,0,,0,0,0,0.4958,1.0516,-0.4612,0,0,0,0,0,0
2026-01-02 16:45:00,6.911,2.84,415.74,0,,0,0,0,-0.7268,0.9788,-0.4546,0,0,0,0,0,0
2026-01-02 17:00:00,7.003,3.056,412.42,0,,0,0,0,0.0891,1.5916,-0.7904,0,0,0,0,0,0
2026-01-02 17:15:00,6.926,3.128,415.96,0,,0,0,0,-0.5896,1.7679,-0.418,0,0,0,0,0,0
2026-01-02 17:30:00,7.027,2.757,420.87,0,,0,0,0,0.2952,0.6977,0.0924,0,0,0,0,0,0
2026-01-02 17:45:00,7.009,2.819,423.32,0,,0,0,0,0.1287,0.8733,0.3421,0,0,0,0,0,0
2026-01-02 18:00:00,6.992,2.899,420.1,0,,0,0,0,-0.0258,1.1117,0.0096,0,0,0,0,0,0
2026-01-02 18:15:00,7.008,2.906,421.02,0,,0,0,0,0.119,1.128,0.11,0,0,0,0,0,0
2026-01-02 18:30:00,6.987,2.739,420.12,0,,0,0,0,-0.0642,0.6464,0.0127,0,0,0,0,0,0
2026-01-02 18:45:00,7.052,3.083,420.33,0,,0,0,0,0.5158,1.6249,0.0422,0,0,0,0,0,0
2026-01-02 19:00:00,7.016,2.846,419.43,0,,0,0,0,0.1953,0.9392,-0.0494,0,0,0,0,0,0
2026-01-02 19:15:00,6.987,2.843,417.63,0,,0,0,0,-0.0567,0.9389,-0.2352,0,0,0,0,0,0
2026-01-02 19:30:00,6.994,3.007,421.78,0,,0,0,0,0.0146,1.4041,0.2048,0,0,0,0,0,0
2026-01-02 19:45:00,7.075,2.655,428.92,0,,0,0,0,0.7367,0.4006,0.9471,0,0,0,0,0,0
2026-01-02 20:00:00,7.154,2.687,424.3,0,,0,0,0,1.4289,0.4853,0.457,0,0,0,0,0,0
2026-01-02 20:15:00,7.091,2.489,425.28,0,,0,0,0,0.863,-0.0656,0.5671,0,0,0,0,0,0
2026-01-02 20:30:00,7.085,2.627,425.84,0,,0,0,0,0.8081,0.3362,0.627,0,0,0,0,0,0
2026-01-02 20:45:00,7.113,2.405,432.89,0,,0,0,0,1.05,-0.3008,1.3632,0,0,0,0,0,0
2026-01-02 21:00:00,7.171,2.716,424.77,0,,0,0,0,1.5329,0.6002,0.5171,0,0,0,0,0,0
2026-01-02 21:15:00,7.124,2.641,430.13,0,,0,0,0,1.1254,0.3846,1.0856,0,0,0,0,0,0
2026-01-02 21:30:00,7.098,2.511,429.25,0,,0,0,0,0.8978,0.0152,0.979,0,0,0,0,0,0
2026-01-02 21:45:00,7.18,2.511,430.25,0,,0,0,0,1.5985,0.0127,1.0761,0,0,0,0,0,0
2026-01-02 22:00:00,7.151,2.614,431.37,0,,0,0,0,1.3475,0.3098,1.1971,0,0,0,0,0,0
2026-01-02 22:15:00,7.211,2.303,430.99,0,,0,0,0,1.8488,-0.5935,1.1454,0,0,0,0,0,0
2026-01-02 22:30:00,7.148,2.478,434.26,0,,0,0,0,1.3123,-0.0832,1.4813,0,0,0,0,0,0
2026-01-02 22:45:00,7.081,2.527,431.25,0,,0,0,0,0.7421,0.0558,1.1558,0,0,0,0,0,0
2026-01-02 23:00:00,7.076,2.129,438.57,0,,0,0,0,0.7058,-1.0843,1.885,0,0,0,0,0,0
2026-01-02 23:15:00,7.23,2.474,431.95,0,,0,0,0,2.0141,-0.0921,1.2262,0,0,0,0,0,0
2026-01-02 23:30:00,7.235,2.096,425.08,0,,0,0,0,2.0015,-1.1716,0.5317,0,0,0,0,0,0
2026-01-02 23:45:00,7.141,2.305,434.53,0,,0,0,0,1.1965,-0.5757,1.494,0,0,0,0,0,0
2026-01-03 00:00:00,7.131,2.125,433.57,0,,0,0,0,1.1043,-1.0791,1.4007,0,0,0,0,0,0
2026-01-03 00:15:00,7.223,2.492,432.1,0,,0,0,0,1.836,-0.0276,1.272,0,0,0,0,0,0
2026-01-03 00:30:00,7.093,2.083,430.86,0,,0,0,0,0.7769,-1.193,1.1841,0,0,0,0,0,0
2026-01-03 00:45:00,7.102,1.989,423.31,0,,0,0,0,0.8516,-1.4376,0.3855,0,0,0,0,0,0
2026-01-03 01:00:00,7.177,2.237,423.8,0,,0,0,0,1.4614,-0.7342,0.4423,0,0,0,0,0,0
2026-01-03 01:15:00,7.122,2.137,437.95,0,,0,0,0,1.0252,-1.0132,1.9638,0,0,0,0,0,0
2026-01-03 01:30:00,7.138,1.957,428.74,0,,0,0,0,1.1552,-1.5212,0.9914,0,0,0,0,0,0
2026-01-03 01:45:00,7.126,2.246,434.62,0,,0,0,0,1.0645,-0.7204,1.6199,0,0,0,0,0,0
2026-01-03 02:00:00,7.147,1.855,423.98,0,,0,0,0,1.2279,-1.8127,0.4782,0,0,0,0,0,0
2026-01-03 02:15:00,7.195,1.986,425.79,0,,0,0,0,1.6056,-1.46,0.6794,0,0,0,0,0,0
2026-01-03 02:30:00,7.124,2.044,432.23,0,,0,0,0,1.0121,-1.2762,1.387,0,0,0,0,0,0
2026-01-03 02:45:00,7.145,2.242,428.61,0,,0,0,0,1.1756,-0.72,0.9719,0,0,0,0,0,0
2026-01-03 03:00:00,7.004,2.308,430.64,0,,0,0,0,0.0346,-0.5417,1.1808,0,0,0,0,0,0
2026-01-03 03:15:00,7.096,2.273,427.86,0,,0,0,0,0.7834,-0.6694,0.8776,0,0,0,0,0,0
2026-01-03 03:30:00,7.049,2.08,426.47,0,,0,0,0,0.4042,-1.2523,0.725,0,0,0,0,0,0
2026-01-03 03:45:00,7.022,1.737,423.95,0,,0,0,0,0.1883,-2.2065,0.447,0,0,0,0,0,0
2026-01-03 04:00:00,7.031,2.159,421.22,0,,0,0,0,0.2641,-0.9784,0.1529,0,0,0,0,0,0
2026-01-03 04:15:00,7.05,2.321,430.92,0,,0,0,0,0.4161,-0.5285,1.1999,0,0,0,0,0,0
2026-01-03 04:30:00,7.103,2.288,430.86,0,,0,0,0,0.8487,-0.6265,1.1786,0,0,0,0,0,0
2026-01-03 04:45:00,6.982,2.177,419.7,0,,0,0,0,-0.146,-0.9575,-0.02,0,0,0,0,0,0
2026-01-03 05:00:00,7.04,1.935,418.69,0,,0,0,0,0.3334,-1.6443,-0.1211,0,0,0,0,0,0
2026-01-03 05:15:00,7.005,2.042,420.95,0,,0,0,0,0.0468,-1.317,0.1235,0,0,0,0,0,0
2026-01-03 05:30:00,7.003,2.421,422.93,0,,0,0,0,0.0387,-0.2411,0.3432,0,0,0,0,0,0
2026-01-03 05:45:00,7.06,1.929,420.06,0,,0,0,0,0.505,-1.6526,0.0282,0,0,0,0,0,0
2026-01-03 06:00:00,7.027,1.981,422.0,0,,0,0,0,0.2253,-1.4753,0.2461,0,0,0,0,0,0
2026-01-03 06:15:00,7.057,2.309,419.02,0,,0,0,0,0.4682,-0.5471,-0.0733,0,0,0,0,0,0
2026-01-03 06:30:00,6.973,2.118,417.98,0,,0,0,0,-0.2249,-1.0801,-0.1879,0,0,0,0,0,0
2026-01-03 06:45:00,6.936,2.022,427.31,0,,0,0,0,-0.5214,-1.3469,0.8151,0,0,0,0,0,0
2026-01-03 07:00:00,6.95,2.446,414.79,0,,0,0,0,-0.4009,-0.1463,-0.5425,0,0,0,0,0,0
2026-01-03 07:15:00,6.964,2.305,422.7,0,,0,0,0,-0.2848,-0.5469,0.3118,0,0,0,0,0,0
2026-01-03 07:30:00,6.951,2.199,421.2,0,,0,0,0,-0.3862,-0.8416,0.1474,0,0,0,0,0,0
2026-01-03 07:45:00,6.879,2.106,416.71,0,,0,0,0,-0.9808,-1.0938,-0.3506,0,0,0,0,0,0
2026-01-03 08:00:00,6.93,2.607,406.3,0,,0,0,0,-0.5645,0.3057,-1.4618,0,0,0,0,0,0
2026-01-03 08:15:00,6.928,2.319,413.46,0,,0,0,0,-0.5885,-0.5067,-0.7054,0,0,0,0,0,0
2026-01-03 08:30:00,7.035,2.557,410.64,0,,0,0,0,0.2885,0.1569,-1.0108,0,0,0,0,0,0
2026-01-03 08:45:00,6.995,2.505,412.17,0,,0,0,0,-0.0598,0.0102,-0.8343,0,0,0,0,0,0
2026-01-03 09:00:00,6.851,2.318,407.26,0,,0,0,0,-1.2585,-0.5166,-1.3735,0,0,0,0,0,0
